x0,y0,x1,y1,name,elev_in,elev_out,length,junc_in,junc_out,roughness,elev_in_of,elev_out_of
12710364.4018,2549671.3736,12710358.7342,2549689.1021,SWD4031478,18.57,18.03,18.612399,SMH4028583,SMH4028578,0.015,0.0,0.0
12710358.7342,2549689.1021,12710340.933,2549722.5248,SWD4031479,18.03,16.48,37.867659,SMH4028578,SMH4028579,0.015,0.0,0.0
12710161.4194,2550145.18,12710138.4903,2550132.2641,SWD4031283,12.48,11.76,26.316613,SMH4028384,SMH4028385,0.015,0.0,0.0
12710138.4903,2550132.2641,12710129.3475,2550123.8364,SWD4031284,11.76,11.41,12.434505,SMH4028385,SMH4028386,0.015,0.0,0.0
12710243.0769,2549558.571,12710262.9801,2549570.4172,SWD4032026,20.02,18.18,23.161818,SMH4029088,SWD40320261,0.015,0.0,0.0
12710146.5159,2549470.4374,12710146.9721,2549478.9483,SWD4032027,29.0,28.7,8.523118,SWD4032027,SMH4029085,0.015,0.0,0.05000000000000071
12710154.3458,2549477.14,12710146.9721,2549478.9483,SWD4032028,29.04,28.74,7.592193,SWD4032028,SMH4029085,0.015,0.0,0.08999999999999986
12710189.5574,2549512.6228,12710183.073,2549517.7875,SWD4032029,24.64,24.34,8.289847,SWD4032029,SMH4029086,0.015,0.0,0.16999999999999815
12710317.7726,2549539.7649,12710290.9944,2549575.1414,SWD4032030,17.06,16.89,44.368556,SMH4029089,SMH4029090,0.015,0.0,0.0
12709937.6557,2549483.9516,12709932.6588,2549497.1983,SWD4031937,7.75,7.56,14.157827,SMH4028995,SMH4083766,0.015,0.0,0.0
12709890.4059,2549609.35,12709870.3884,2549661.349,SWD4031939,5.91,5.229,55.718913,SMH4028997,SWD40313581,0.015,0.0,0.0
12710108.8663,2549476.1018,12710121.1466,2549527.3485,SWD4031942,43.28,38.24,52.697533,SMH4028998,SMH4028999,0.015,0.0,0.0
12710121.1466,2549527.3485,12710115.3117,2549537.4491,SWD4031943,38.24,37.19,11.664827,SMH4028999,SMH4028979,0.015,0.0,0.030000000000001137
12710336.0418,2549760.9733,12710317.3815,2549753.66,SWD4031489,15.603,15.1,20.042234,SMH4028590,SMH4028588,0.015,0.0,0.0
12710347.4853,2549765.3852,12710336.0418,2549760.9733,SWD4031491,15.91,15.603,12.264524,SMH4028589,SMH4028590,0.015,0.0,0.0
12710348.647,2549821.6846,12710364.9656,2549817.5423,SWD4031493,17.13,16.54,16.836132,SMH4028592,SMH4028593,0.015,0.0,0.029999999999997584
12710367.9076,2549877.7284,12710362.6344,2549880.7239,SWD4031496,17.78,17.63,6.064624,SMH4028595,SMH4028596,0.015,0.0,0.08999999999999986
12710362.6344,2549880.7239,12710362.3379,2549923.6259,SWD4031497,17.54,17.26,42.903025,SMH4028596,SMH4028597,0.015,0.0,0.010000000000001563
12710362.3379,2549923.6259,12710353.2929,2549968.8566,SWD4031498,17.25,16.28,46.126221,SMH4028597,SMH4028598,0.015,0.0,0.010000000000001563
12710353.2929,2549968.8566,12710339.5634,2550009.0288,SWD4031499,16.27,15.45,42.453561,SMH4028598,SMH4028599,0.015,0.0,0.009999999999999787
12710317.6788,2550054.3988,12710313.5542,2550062.1871,SWD4031501,14.25,13.96,8.813055,SMH4028600,SMH4028613,0.015,0.0,0.14000000000000057
12710313.5542,2550062.1871,12710310.299,2550067.1963,SWD4031502,14.0,13.94,5.973978,SMH4028613,SMH4028611,0.015,0.17999999999999972,0.0
12710297.8082,2550085.8016,12710280.3777,2550108.97,SWD4031504,13.71,13.34,28.993052,SMH4028609,SMH4028601,0.015,0.0,0.10999999999999943
12710113.298,2549916.7542,12710105.0637,2549904.0144,SWD4031426,24.76,23.47,15.169252,SMH4028526,SMH4028527,0.015,0.0,1.8399999999999999
12710091.7742,2549884.6926,12710087.8634,2549878.8567,SWD4031428,19.95,19.88,7.025104,SMH4028528,SMH4028529,0.015,0.0,1.7300000000000004
12710785.722,2549880.604,12710726.2961,2549865.3927,SWD4031701,45.09,42.7,61.341839,SMH4028780,SMH4028781,0.015,0.0,0.0
12710783.4255,2549893.6096,12710813.8147,2549889.2968,SWD4031703,46.06,45.76,30.693708,SWD4031703,SMH4028783,0.015,0.0,0.0
12710268.6478,2549258.6862,12710245.9899,2549262.0295,SWD4031987,36.19,35.53,22.903233,SMH4029050,SMH4029051,0.015,0.0,0.0
12710214.1708,2549266.1417,12710218.3698,2549304.4261,SWD4031988,33.76,31.98,38.513983,SMH4029052,SMH4029053,0.015,0.0,0.33000000000000185
12710231.5526,2549379.8502,12710223.0096,2549382.7117,SWD4031990,29.68,29.53,9.009497,SMH4029055,SMH4029056,0.015,0.0,0.0
12710223.0096,2549382.7117,12710192.7842,2549386.4778,SWD4031991,29.53,29.44,30.459125,SMH4029056,SMH4029057,0.015,0.0,0.0
12710161.0783,2549391.3908,12710164.9328,2549421.7262,SWD4031993,29.47,28.28,30.579301,SMH4029058,SMH4029059,0.015,0.0,0.0
12710123.8709,2549533.081,12710115.3117,2549537.4491,SWD4031921,37.4,37.18,9.609381,SMH4028978,SMH4028979,0.015,0.0,0.020000000000003126
12710115.3117,2549537.4491,12710073.9244,2549558.5392,SWD4031922,37.16,34.56,46.451059,SMH4028979,SMH4028980,0.015,0.0,0.03999999999999915
12710050.2723,2549571.5531,12710030.6534,2549582.5449,SWD4031924,32.34,31.61,22.488239,SMH4028981,SMH4028982,0.015,0.0,0.07000000000000028
12710030.6534,2549582.5449,12709987.1109,2549605.1849,SWD4031925,31.54,30.15,49.076664,SMH4028982,SMH4028983,0.015,0.0,0.0
12709987.1109,2549605.1849,12709984.7575,2549601.5097,SWD4031926,30.15,29.69,4.364125,SMH4028983,SMH4028984,0.015,0.0,0.0
12710582.5424,2549900.149,12710572.0787,2549880.4913,SWD4031597,31.72,30.6,22.269131,SMH4028689,SMH4028679,0.015,0.0,0.0
12710630.5521,2549841.2031,12710615.0547,2549815.526,SWD4031599,34.32,33.024,29.99138,SMH4028751,SWD4069592,0.015,0.0,0.0
12710028.6465,2549788.4196,12710026.0856,2549784.7712,SWD4032473,9.44,9.14,4.457469,SWD4032473,SMH4029501,0.015,0.0,0.17999999999999972
12709825.7651,2549656.5938,12709835.9778,2549640.2694,SWD4032711,4.8,2.89,19.303991,SMH4028459,SBP40129001,0.015,0.0,0.0
12709898.3238,2549744.4993,12709903.9371,2549740.9252,SWD4032718,6.51,6.21,6.654572,SMH4028500,SDP40007901,0.015,0.0,0.0
12710397.7147,2549207.1059,12710351.8866,2549226.1642,SWD4031984,43.99,41.68,49.632989,SMH4029047,SMH4029048,0.015,0.0,0.45000000000000284
12710373.3635,2550151.0239,12710342.1694,2550135.3831,SWD4031554,15.46,14.691,34.895652,SMH4028649,SMH4028650,0.015,0.0,0.0
12710342.1694,2550135.3831,12710300.9446,2550112.385,SWD4031555,14.691,13.65,47.205897,SMH4028650,SWD4031556,0.015,0.0,0.0
12710423.8912,2550119.9693,12710380.8186,2550098.0763,SWD4031559,15.08,14.13,48.317205,SMH4028654,SMH4028655,0.015,0.0,0.0
12710380.8186,2550098.0763,12710328.2686,2550072.2087,SWD4031560,14.13,12.95,58.571625,SMH4028655,SWD40315481,0.015,0.0,0.0
12710412.8473,2550099.8793,12710386.0108,2550086.377,SWD4031575,16.96,15.77,30.041802,SMH4028670,SMH4028671,0.015,0.0,0.0
12710356.6948,2549973.3623,12710368.0487,2549980.9814,SWD4031577,17.47,17.02,13.673395,SMH4028672,SMH4028673,0.015,0.0,0.03999999999999915
12710351.8866,2549226.1642,12710319.3981,2549238.8132,SWD4031985,41.23,39.86,34.864019,SMH4029048,SMH4029049,0.015,0.0,1.4200000000000017
12710202.309,2549836.58,12710236.505,2549812.3577,SWD4031471,26.86,26.57,41.905683,SMH4028571,SMH4028572,0.015,0.0,0.0
12710280.3777,2550108.97,12710273.5865,2550120.0935,SWD4031505,13.23,13.09,13.032753,SMH4028601,SMH4028602,0.015,0.0,0.0
12710820.2816,2549550.251,12710802.9986,2549614.3655,SWD4032105,69.47,67.03,66.403096,SMH4029151,SMH4029152,0.015,0.0,0.0
12710925.6677,2549285.323,12710906.4487,2549276.1172,SWD4032108,65.11,64.26,21.310014,SMH4029155,SMH4029156,0.015,0.0,0.060000000000002274
12710684.1357,2549225.3447,12710658.2069,2549236.2124,SWD4032114,57.14,56.32,28.114224,SMH4029161,SMH4029116,0.015,0.0,0.0
12710914.8413,2549267.3993,12710906.4487,2549276.1172,SWD4032115,65.58,65.05,12.101137,SWD4032115,SMH4029156,0.015,0.0,0.8499999999999943
12710536.9536,2550175.7407,12710515.9938,2550216.2645,SWD4031543,17.89,16.8,45.623367,SMH4028643,SMH4028639,0.015,0.0,0.0
12710515.9938,2550216.2645,12710514.1212,2550220.6705,SWD4031544,16.8,16.76,4.787428,SMH4028639,SMH4028640,0.015,0.0,0.0
12710517.493,2550159.2641,12710537.4908,2550172.4824,SWD4031545,17.96,17.82,23.971555,SMH4028641,SMH4028642,0.015,0.0,0.0
12710519.8617,2550152.8379,12710517.493,2550159.2641,SWD4031547,18.26,17.96,6.848853,SWD4031547,SMH4028641,0.015,0.0,0.0
12710475.2287,2550201.3821,12710441.3723,2550184.3374,SWD4031551,17.08,16.54,37.90485,SMH4028646,SMH4028647,0.015,0.0,0.0
12710441.3723,2550184.3374,12710407.1569,2550167.2977,SWD4031552,16.54,15.94,38.223618,SMH4028647,SMH4028648,0.015,0.0,0.0
12710589.3374,2549526.8476,12710580.9256,2549523.4143,SWD4032085,36.9,36.29,9.085479,SMH4029139,SMH4029133,0.015,0.0,0.0
12710337.2261,2549503.7596,12710337.9993,2549494.3114,SWD4032087,31.66,31.36,9.479785,SWD4032087,SMH4029079,0.015,0.0,0.0
12709979.4372,2549386.6574,12709975.8955,2549393.719,SWD4032091,13.26,12.12,7.899989,SMH4029142,SMH4028992,0.015,0.0,0.0
12710273.5865,2550120.0935,12710257.6724,2550141.8855,SWD4031506,13.09,12.61,26.984252,SMH4028602,SMH4028603,0.015,0.0,0.009999999999999787
12710255.1208,2550149.1767,12710248.7872,2550162.7675,SWD4031508,12.5,12.15,14.994143,SMH4028606,SMH4028409,0.015,0.0,0.3100000000000005
12710575.4709,2549523.7779,12710545.3899,2549557.4318,SWD4032069,34.78,31.74,45.138138,SMH4029124,SMH4029125,0.015,0.0,0.0
12710516.9986,2549579.3778,12710474.038,2549599.6816,SWD4032071,28.7,24.78,47.516917,SMH4029126,SMH4029127,0.015,0.0,0.0
12710474.038,2549599.6816,12710434.7158,2549615.9233,SWD4032072,24.78,21.48,42.544427,SMH4029127,SMH4029128,0.015,0.0,0.0
12710396.5233,2549632.5702,12710359.7495,2549636.4763,SWD4032074,18.32,16.25,36.98067,SMH4029129,SMH4029130,0.015,0.0,0.0
12710327.0207,2549650.5353,12710323.3595,2549652.3525,SWD4032076,15.01,14.91,4.087371,SMH4029131,SMH4028575,0.015,0.09999999999999964,0.0
12710453.1655,2549661.0701,12710443.7611,2549639.1202,SWD4032077,22.41,21.82,23.879716,SMH4028684,SMH4029132,0.015,0.0,0.0
12710443.7611,2549639.1202,12710434.7158,2549615.9233,SWD4032078,21.82,21.48,24.898065,SMH4029132,SMH4029128,0.015,0.0,0.0
12710248.3007,2549266.9242,12710245.9899,2549262.0295,SWD4032459,36.57,35.53,5.412752,SMH4029499,SMH4029051,0.015,0.0,0.0
12710362.125,2549306.6387,12710371.582,2549304.7628,SWD4032461,41.1,40.8,9.641258,SWD4032461,SMH4029072,0.015,0.0,0.0
12710627.3805,2549567.9351,12710617.4913,2549557.1697,SWD4032083,37.45,36.781,14.618143,SWD4032083,SMH4068842,0.015,0.0,0.0
12710601.162,2549531.8453,12710589.3374,2549526.8476,SWD4032084,36.93,36.9,12.837374,SMH4029138,SMH4029139,0.015,0.0,0.0
12710429.4486,2549373.1204,12710433.6088,2549364.7509,SWD4032462,40.17,39.87,9.346432,SWD4032462,SMH4029074,0.015,0.0,0.0
12710436.5422,2549183.5816,12710427.8618,2549184.7862,SWD4032465,46.43,46.13,8.763584,SWD4032465,SMH4029046,0.015,0.0,0.0
12710259.9883,2549446.3791,12710260.6189,2549435.8932,SWD4032469,31.01,30.71,10.504844,SWD4032469,SMH4029081,0.015,0.0,0.0
12710557.0623,2549945.6159,12710546.046,2549953.7345,SWD4032490,30.6,30.1,13.684682,SMH4029515,SMH4029516,0.015,0.0,0.0
12710607.1216,2549946.3803,12710607.465,2549929.9981,SWD4032492,33.52,33.22,16.385799,SWD4032492,SMH4028657,0.015,0.0,0.0
12710034.2676,2549902.0277,12710025.1832,2549908.2177,SWD4031418,9.4,9.1,10.992835,SWD4031418,SMH4028510,0.015,0.0,1.9699999999999998
12710222.2408,2550001.3716,12710191.6321,2549957.5834,SWD4031419,34.17,32.76,53.42564,SMH4028519,SMH4028520,0.015,0.0,0.0
12710174.0927,2549967.6674,12710157.3893,2549967.3528,SWD4031421,32.4,30.84,16.706362,SMH4028521,SMH4028522,0.015,0.0,0.0
12710132.4539,2549944.2028,12710123.6529,2549931.0741,SWD4031424,27.47,25.99,15.805707,SMH4028524,SMH4028525,0.015,0.0,0.0
12710123.6529,2549931.0741,12710113.298,2549916.7542,SWD4031425,25.99,24.76,17.671545,SMH4028525,SMH4028526,0.015,0.0,0.0
12710654.6972,2549596.6898,12710627.3805,2549567.9351,SWD4032082,39.19,37.93,39.661505,SWD4032082,SWD4032083,0.015,0.0,0.4799999999999969
12710913.1919,2549376.3799,12710875.3786,2549401.3751,SWD4032101,71.71,71.45,45.327758,SMH4029147,SMH4029148,0.015,0.0,0.0
12710875.3786,2549401.3751,12710849.4492,2549437.237,SWD4032102,71.45,71.07,44.253922,SMH4029148,SMH4029149,0.015,0.0,0.0
12710849.4492,2549437.237,12710835.4057,2549483.9633,SWD4032103,71.07,70.67,48.791055,SMH4029149,SMH4029150,0.015,0.0,0.0
12710656.0688,2549962.1111,12710622.0537,2549944.0355,SWD4031695,35.11,33.95,38.519532,SMH4028775,SMH4028776,0.015,0.0,0.12000000000000455
12710198.1529,2549830.2016,12710202.309,2549836.58,SWD4031473,27.19,26.89,7.61296,SWD4031473,SMH4028571,0.015,0.0,0.030000000000001137
12710326.7616,2549745.6064,12710322.7128,2549737.0407,SWD4031481,16.43,15.92,9.474386,SMH4028581,SMH4028580,0.015,0.0,0.0
12710322.7128,2549737.0407,12710305.5069,2549725.4765,SWD4031482,15.92,15.23,20.730984,SMH4028580,SMH4028564,0.015,0.0,0.2699999999999996
12710370.4933,2549882.379,12710367.2079,2549843.2983,SWD4031485,17.39,16.63,39.218554,SMH4028585,SMH4028586,0.015,0.0,0.0
12710367.2079,2549843.2983,12710364.9656,2549817.5423,SWD4031486,16.63,16.51,25.853422,SMH4028586,SMH4028593,0.015,0.0,0.0
12710350.6708,2549789.4477,12710336.0418,2549760.9733,SWD4031488,16.25,15.603,32.012483,SMH4028587,SMH4028590,0.015,0.0,0.0
12710538.8048,2549482.6091,12710528.1241,2549475.498,SWD4032093,39.16,38.86,12.831411,SWD4032093,SMH4029097,0.015,0.0,0.0
12710534.2452,2549431.1632,12710543.5232,2549432.9864,SWD4032094,42.51,42.21,9.45544,SWD4032094,SMH4029096,0.015,0.0,0.0
12710554.834,2549436.5927,12710543.5232,2549432.9864,SWD4032095,42.51,42.21,11.871798,SWD4032095,SMH4029096,0.015,0.0,0.0
12709969.0926,2549422.5715,12709961.1429,2549421.9076,SWD4032458,10.44,8.83,7.977374,SWD4032458,SMH4028994,0.015,0.0,0.0
12710465.2215,2550079.0539,12710452.495,2550075.6244,SWD4031608,17.61,17.31,13.180488,SWD4031608,SMH4028665,0.015,0.0,0.0
12710495.2531,2549979.9101,12710502.8534,2549982.7232,SWD4031620,24.9,24.6,8.104202,SWD4031620,SMH4028662,0.015,0.0,0.33999999999999986
12710001.6427,2549487.6447,12709999.5696,2549446.9426,SWD4031931,22.45,19.09,40.754861,SMH4028989,SMH4028990,0.015,0.0,0.010000000000001563
12709999.5696,2549446.9426,12710000.4302,2549395.4793,SWD4031932,19.08,14.29,51.470495,SMH4028990,SMH4028991,0.015,0.0,0.0
12709961.1429,2549421.9076,12709937.6557,2549483.9516,SWD4031936,8.83,7.75,66.340836,SMH4028994,SMH4028995,0.015,0.0,0.0
12709984.7575,2549601.5097,12710002.8449,2549570.8223,SWD4031927,29.69,27.25,35.621209,SMH4028984,SMH4028985,0.015,0.0,0.0
12710006.2928,2549528.0816,12710002.3501,2549495.8171,SWD4031929,25.17,22.87,32.504505,SMH4028987,SMH4028988,0.015,0.0,0.0
12710418.5869,2549465.0127,12710392.0433,2549497.7377,SWD4032014,32.64,31.64,42.136544,SMH4029077,SMH4029078,0.015,0.0,0.0
12710392.0433,2549497.7377,12710337.9993,2549494.3114,SWD4032015,31.64,31.36,54.152502,SMH4029078,SMH4029079,0.015,0.0,0.0
12710300.0251,2549468.3597,12710260.6189,2549435.8932,SWD4032017,31.04,30.71,51.058561,SWD40320171,SMH4029081,0.015,0.0,0.0
12710260.6189,2549435.8932,12710236.6251,2549396.3437,SWD4032018,30.71,30.32,46.258679,SMH4029081,SMH4029082,0.015,0.0,0.0
12710366.3637,2549247.6724,12710354.1437,2549246.3274,SWD4032020,42.04,41.74,12.293796,SWD4032020,SMH4029071,0.015,0.0,0.0
12710406.3605,2549539.1106,12710392.0433,2549497.7377,SWD4032021,32.66,31.64,43.780122,SMH4029083,SMH4029078,0.015,0.0,0.0
12710630.6255,2549847.0974,12710630.5521,2549841.2031,SWD4031598,34.62,34.32,5.894757,SMH4028690,SMH4028751,0.015,0.0,0.0
12710661.4821,2550288.1228,12710638.7908,2550280.5172,SWD4031627,25.19,24.03,23.931992,SMH4028714,SMH4028715,0.015,0.0,0.0
12710660.4017,2550277.2556,12710657.1602,2550267.476,SWD4031629,27.21,26.72,10.30281,SMH4028716,SMH4028717,0.015,0.0,0.0
12710657.1602,2550267.476,12710664.7222,2550247.915,SWD4031630,26.72,26.62,20.971804,SMH4028717,SMH4028718,0.015,0.0,0.0
12710664.7222,2550247.915,12710669.0444,2550240.3072,SWD4031631,26.62,26.19,8.749859,SMH4028718,SMH4028719,0.015,0.0,1.370000000000001
12710634.4676,2550222.9206,12710609.6076,2550211.0836,SWD4031633,24.45,22.85,27.534236,SMH4028720,SMH4028637,0.015,0.0,0.0
12709999.7782,2549893.9219,12710010.1173,2549886.7464,SWD4031407,8.71,6.9,12.585102,SMH4028512,SMH4028511,0.015,0.0,0.0
12710006.7616,2549867.1738,12709995.9266,2549867.2807,SWD4031410,9.01,7.984,10.835527,SMH4028515,SWD40314091,0.015,0.0,0.0
12710436.2836,2549927.5961,12710444.8378,2549967.6452,SWD4031601,29.6,26.02,40.952469,SMH4028692,SMH4028693,0.015,0.0,0.0
12710444.8378,2549967.6452,12710460.2448,2549978.8351,SWD4031602,26.02,25.47,19.041783,SMH4028693,SMH4028694,0.015,0.0,0.0
12710476.538,2549990.5068,12710488.8153,2549999.9766,SWD4031604,23.79,22.05,15.505135,SMH4028695,SMH4028663,0.015,0.0,0.3100000000000023
12710435.0126,2550108.6809,12710423.8912,2550119.9693,SWD4031607,16.04,15.82,15.846562,SMH4028698,SMH4028654,0.015,0.0,0.7400000000000002
12710137.2053,2550118.2317,12710153.3388,2550108.9961,SWD4031286,10.21,10.11,18.589947,SMH4028387,SMH4028388,0.015,0.6500000000000004,0.0
12710368.3902,2550225.2646,12710323.9905,2550203.2199,SWD4031303,13.79,13.69,49.571183,SMH4028406,SMH4028407,0.015,0.5799999999999983,0.0
12710248.7872,2550162.7675,12710231.6637,2550154.9169,SWD4031306,11.84,11.763,18.837361,SMH4028409,SMH4028630,0.015,0.0,0.0
12710231.6637,2550154.9169,12710195.1503,2550136.8274,SWD4031307,11.763,10.63,40.748723,SMH4028630,SMH4028410,0.015,0.0,0.0
12710200.4641,2550126.2022,12710195.1503,2550136.8274,SWD4031310,12.29,12.2,11.879871,SMH4028413,SMH4028410,0.015,0.0,1.5699999999999985
12710116.9163,2550067.5301,12710128.7284,2550053.6194,SWD4031312,11.12,10.669,18.249199,SMH4028415,SWD40313121,0.015,0.0,0.0
12710153.3388,2550108.9961,12710163.8028,2550102.3534,SWD4031313,10.769,10.752,12.394384,SMH4028388,SWD40313141,0.015,0.6590000000000007,0.014000000000001123
12710239.6605,2549528.6473,12710262.9801,2549570.4172,SWD4031997,20.74,18.18,47.838565,SMH4029062,SWD40320261,0.015,0.0,0.0
12710262.9801,2549570.4172,12710266.9275,2549577.4468,SWD4031998,18.18,17.54,8.062087,SWD40320261,SMH4029063,0.015,0.0,0.0
12710477.2061,2549093.7228,12710470.0287,2549094.9442,SWD4032000,51.51,51.21,7.280583,SWD4032000,SMH4029044,0.015,0.0,0.0
12710451.1979,2549119.4355,12710458.715,2549140.8553,SWD4032002,49.23,49.14,22.700542,SWD4032002,SMH4029045,0.015,0.0,0.0
12710383.2173,2549326.5635,12710433.6088,2549364.7509,SWD4032011,40.5,39.87,63.226425,SMH4029073,SMH4029074,0.015,0.0,0.0
12710433.6088,2549364.7509,12710470.2353,2549393.1988,SWD4032012,40.4,40.3,46.376541,SMH4029074,SMH4029075,0.015,0.5300000000000011,0.9099999999999966
12710010.1173,2549886.7464,12709995.9266,2549867.2807,SWD4031411,8.084,7.984,24.089198,SMH4028511,SWD40314091,0.015,1.1839999999999993,0.0
12709976.1735,2549840.1931,12709949.8242,2549806.9544,SWD40314131,6.72,6.62,42.415761,SMH4028516,SWD40314131,0.015,0.09999999999999964,0.0
12709995.9266,2549867.2807,12709976.1735,2549840.1931,SWD4031414,7.984,6.62,33.524961,SWD40314091,SMH4028516,0.015,0.0,0.0
12710045.1932,2549967.1705,12710049.5788,2549943.4143,SWD4031416,10.51,7.32,24.157618,SMH4028518,SMH4028509,0.015,0.0,0.0
12710128.7284,2550053.6194,12710049.5788,2549943.4143,SWD4031417,10.669,7.32,135.682804,SWD40313121,SMH4028509,0.015,0.0,0.0
12710467.8135,2550142.1118,12710423.8912,2550119.9693,SWD4031558,17.572,15.12,49.187994,SMH4028653,SMH4028654,0.015,0.0,0.03999999999999915
12710622.0537,2549944.0355,12710607.465,2549929.9981,SWD4031561,33.95,33.22,20.245463,SMH4028776,SMH4028657,0.015,0.12000000000000455,0.0
12710590.149,2549913.5192,12710564.4276,2549933.8577,SWD4031563,32.96,32.05,32.790929,SMH4028658,SMH4028659,0.015,0.0,0.0
12710564.4276,2549933.8577,12710536.6064,2549953.3163,SWD4031564,32.05,29.4,33.950792,SMH4028659,SMH4028660,0.015,0.0,0.0
12710509.7757,2549972.8997,12710502.8534,2549982.7232,SWD4031566,25.67,24.38,12.017462,SMH4028661,SMH4028662,0.015,0.0,0.11999999999999744
12710488.8153,2549999.9766,12710475.4935,2550028.544,SWD4031568,21.74,19.84,31.520893,SMH4028663,SMH4028664,0.015,0.0,0.0
12710436.5197,2550112.0549,12710426.8393,2550119.0795,SWD4031571,14.58,14.46,11.960566,SMH4028666,SMH4028667,0.015,0.0,0.0
12710426.8393,2550119.0795,12710384.3784,2550098.1875,SWD4031572,14.46,13.55,47.322338,SMH4028667,SMH4028668,0.015,0.0,0.0
12710592.7544,2549912.3225,12710582.7603,2549897.3014,SWD4031585,32.54,31.071,18.042048,SMH4028677,SMH4028678,0.015,0.0,0.0
12710572.0787,2549880.4913,12710550.957,2549843.1268,SWD4031587,30.6,28.88,42.921231,SMH4028679,SMH4028680,0.015,0.0,0.0
12710550.957,2549843.1268,12710527.165,2549805.4062,SWD4031588,28.88,27.71,44.597118,SMH4028680,SMH4028681,0.015,0.0,0.0
12710487.626,2549737.1159,12710483.1267,2549724.6814,SWD4031590,25.12,24.77,13.223483,SMH4028682,SMH4113814,0.015,0.0,0.3000000000000007
12710468.377,2549054.8172,12710470.0287,2549094.9442,SWD4031981,51.31,51.21,40.160979,SMH4029043,SMH4029044,0.015,0.0,0.0
12710458.715,2549140.8553,12710427.8618,2549184.7862,SWD4031982,49.14,46.28,53.682808,SMH4029045,SMH4029046,0.015,0.0,0.14999999999999858
12710163.8028,2550102.3534,12710128.7284,2550053.6194,SWD4031315,10.752,10.669,60.043453,SWD40313141,SWD40313121,0.015,0.014000000000001123,0.0
12710358.7516,2549923.742,12710362.3379,2549923.6259,SWD4031618,18.06,17.8,3.588179,SMH4028705,SMH4028597,0.015,0.0,0.5500000000000007
12709885.0688,2549844.353,12709882.0507,2549842.748,SWD4031384,7.25,6.729,3.418326,SMH4028488,SWD40313821,0.015,0.0,0.0
12710132.9698,2550206.4426,12710136.0998,2550205.9222,SWD4031275,25.78,24.517,3.172966,SMH4028376,SMH4028377,0.015,0.0,0.0
12710139.8913,2550135.27,12710138.4903,2550132.2641,SWD4032493,12.04,11.76,3.316359,SMH4029517,SMH4028385,0.015,0.0,0.0
12710129.3475,2550123.8364,12710137.2053,2550118.2317,SWD4031285,11.41,9.56,9.651823,SMH4028386,SMH4028387,0.015,0.0,0.0
12710087.8634,2549878.8567,12710079.2519,2549866.1647,SWD4031429,18.15,18.07,15.337692,SMH4028529,SMH4028530,0.015,0.0,0.8399999999999999
12710079.2519,2549866.1647,12710074.1734,2549852.6354,SWD4031430,17.23,17.03,14.45106,SMH4028530,SMH4028531,0.015,0.0,1.0300000000000011
12710074.1734,2549852.6354,12710071.7112,2549843.579,SWD4031431,16.0,15.51,9.385138,SMH4028531,SBP40097061,0.015,0.0,0.0
12710096.5933,2549806.1467,12710102.1038,2549793.8784,SWD4031435,11.7,10.9,13.449044,SMH4028535,SMH4028536,0.015,0.0,0.16000000000000014
12710309.9078,2549460.5389,12710300.0251,2549468.3597,SWD4032494,31.34,31.04,12.602883,SWD4032494,SWD40320171,0.015,0.0,0.0
12710294.0654,2549868.7695,12710292.0845,2549855.3524,SWD4031452,27.32,26.93,13.562542,SMH4028552,SMH4028553,0.015,0.0,0.0
12710292.0845,2549855.3524,12710278.4051,2549832.5127,SWD4031453,26.93,26.6,26.622883,SMH4028553,SMH4028554,0.015,0.0,0.0
12710267.5136,2549812.6643,12710270.4403,2549806.8348,SWD4031455,26.39,26.25,6.522932,SMH4028555,SMH4028556,0.015,0.0,0.0
12710270.4403,2549806.8348,12710273.3573,2549802.3045,SWD4031456,26.25,24.3,5.388182,SMH4028556,SMH4028557,0.015,0.0,0.0
12710473.5994,2549707.8519,12710453.1655,2549661.0701,SWD4031591,23.94,22.41,51.04979,SMH4028683,SMH4028684,0.015,0.0,0.0
12710521.7197,2549720.9615,12710494.1894,2549735.0988,SWD4031593,37.97,25.36,30.948032,SMH4028685,SMH4028686,0.015,0.0,0.0
12710494.1894,2549735.0988,12710487.626,2549737.1159,SWD4031594,25.36,25.12,6.866361,SMH4028686,SMH4028682,0.015,0.0,0.0
12710102.1038,2549793.8784,12710102.0384,2549782.4568,SWD4031436,10.74,10.26,11.421787,SMH4028536,SMH4028537,0.015,0.0,0.08999999999999986
12710102.583,2549747.9309,12710101.0897,2549738.4179,SWD4031438,10.34,10.17,9.629492,SMH4028538,SMH4028539,0.015,0.0,0.0
12710124.6356,2549746.9306,12710119.4492,2549737.7686,SWD4031441,10.93,10.653,10.528105,SMH4028542,SMH4028543,0.015,0.0,0.0
12710119.4492,2549737.7686,12710101.0897,2549738.4179,SWD4031442,10.653,10.17,18.370978,SMH4028543,SMH4028539,0.015,0.0,0.0
12710177.8136,2549851.9231,12710168.662,2549858.5816,SWD4031446,25.44,25.191,11.317571,SMH4028546,SMH4079260,0.015,0.0,0.0
12710249.0892,2549918.3099,12710277.541,2549898.6494,SWD4031449,30.92,30.62,34.583814,SMH4028549,SMH4028550,0.015,0.0,0.07000000000000028
12710277.541,2549898.6494,12710286.5867,2549891.4954,SWD4031450,30.55,29.49,11.532754,SMH4028550,SMH4028551,0.015,0.0,0.0
